"Table","Year","Month","Variable","Value"
"Analysis and breakdown of energy use",2012,"APR","Average Flow at HAV (cfs)","3053.939393939394"
"Analysis and breakdown of energy use",2012,"MAY","Average Flow at HAV (cfs)","2942.196155099381"
"Analysis and breakdown of energy use",2012,"JUN","Average Flow at HAV (cfs)","2208.7037037037039"
"Analysis and breakdown of energy use",2012,"JUL","Average Flow at HAV (cfs)","651.35223199739335"
"Analysis and breakdown of energy use",2012,"AUG","Average Flow at HAV (cfs)","1410.8178559791463"
"Analysis and breakdown of energy use",2012,"SEP","Average Flow at HAV (cfs)","2312.7946127946125"
"Analysis and breakdown of energy use",2012,"OCT","Average Flow at HAV (cfs)","521.11436950146629"
"Analysis and breakdown of energy use",2012,"NOV","Average Flow at HAV (cfs)","2917.3400673400674"
"Analysis and breakdown of energy use",2012,"DEC","Average Flow at HAV (cfs)","2182.7956989247314"
"Analysis and breakdown of energy use",2012,"TOTAL","Average Flow at HAV (cfs)",NA
"Analysis and breakdown of energy use",2013,"JAN","Average Flow at HAV (cfs)","1321.0003258390354"
"Analysis and breakdown of energy use",2013,"FEB","Average Flow at HAV (cfs)","2634.5057720057721"
"Analysis and breakdown of energy use",2013,"MAR","Average Flow at HAV (cfs)","2912.2841316389704"
"Analysis and breakdown of energy use",2013,"APR","Average Flow at HAV (cfs)","2537.3232323232323"
"Analysis and breakdown of energy use",2013,"MAY","Average Flow at HAV (cfs)","2870.3649397197782"
"Analysis and breakdown of energy use",2013,"JUN","Average Flow at HAV (cfs)","2192.3063973063972"
"Analysis and breakdown of energy use",2013,"JUL","Average Flow at HAV (cfs)","1383.6917562724013"
"Analysis and breakdown of energy use",2013,"AUG","Average Flow at HAV (cfs)","1578.9345063538613"
"Analysis and breakdown of energy use",2013,"SEP","Average Flow at HAV (cfs)","2525.2188552188554"
"Analysis and breakdown of energy use",2013,"OCT","Average Flow at HAV (cfs)","3056.3375692407953"
"Analysis and breakdown of energy use",2013,"NOV","Average Flow at HAV (cfs)","2431.1447811447815"
"Analysis and breakdown of energy use",2013,"DEC","Average Flow at HAV (cfs)","2242.6034538937765"
"Analysis and breakdown of energy use",2013,"TOTAL","Average Flow at HAV (cfs)",NA
"Analysis and breakdown of energy use",2014,"JAN","Average Flow at HAV (cfs)","1351.3033561420657"
"Analysis and breakdown of energy use",2014,"FEB","Average Flow at HAV (cfs)","2335.0829725829726"
"Analysis and breakdown of energy use",2014,"MAR","Average Flow at HAV (cfs)","2858.0482241772565"
"Analysis and breakdown of energy use",2014,"APR","Average Flow at HAV (cfs)","2993.3501683501681"
"Analysis and breakdown of energy use",2014,"MAY","Average Flow at HAV (cfs)","2989.4916911045943"
"Analysis and breakdown of energy use",2014,"JUN","Average Flow at HAV (cfs)","2278.4175084175081"
"Analysis and breakdown of energy use",2014,"JUL","Average Flow at HAV (cfs)","1552.5089605734768"
"Analysis and breakdown of energy use",2014,"AUG","Average Flow at HAV (cfs)","1656.9729553600523"
"Analysis and breakdown of energy use",2014,"SEP","Average Flow at HAV (cfs)","2355.993265993266"
"Analysis and breakdown of energy use",2014,"OCT","Average Flow at HAV (cfs)","1950.733137829912"
"Analysis and breakdown of energy use",2014,"NOV","Average Flow at HAV (cfs)","2285.5555555555552"
"Analysis and breakdown of energy use",2014,"DEC","Average Flow at HAV (cfs)","1853.3235581622678"
"Analysis and breakdown of energy use",2014,"TOTAL","Average Flow at HAV (cfs)",NA
"Analysis and breakdown of energy use",2015,"JAN","Average Flow at HAV (cfs)","2853.4050179211472"
"Analysis and breakdown of energy use",2015,"FEB","Average Flow at HAV (cfs)","1966.6847041847041"
"Analysis and breakdown of energy use",2015,"MAR","Average Flow at HAV (cfs)","2358.4392310198764"
"Analysis and breakdown of energy use",2015,"APR","Average Flow at HAV (cfs)","2615.7575757575755"
"Analysis and breakdown of energy use",2015,"MAY","Average Flow at HAV (cfs)","2874.5845552297169"
"Analysis and breakdown of energy use",2015,"JUN","Average Flow at HAV (cfs)","1371.4646464646464"
"Analysis and breakdown of energy use",2015,"JUL","Average Flow at HAV (cfs)","1189.540566959922"
"Analysis and breakdown of energy use",2015,"AUG","Average Flow at HAV (cfs)","1149.7719126751385"
"Analysis and breakdown of energy use",2015,"SEP","Average Flow at HAV (cfs)","2775.4713804713806"
"Analysis and breakdown of energy use",2015,"OCT","Average Flow at HAV (cfs)","1920.7885304659499"
"Analysis and breakdown of energy use",2015,"NOV","Average Flow at HAV (cfs)","1970.0841750841753"
"Analysis and breakdown of energy use",2015,"DEC","Average Flow at HAV (cfs)","2090.3062886933858"
"Analysis and breakdown of energy use",2015,"TOTAL","Average Flow at HAV (cfs)",NA
"Analysis and breakdown of energy use",2016,"JAN","Average Flow at HAV (cfs)","2481.8996415770607"
"Analysis and breakdown of energy use",2016,"FEB","Average Flow at HAV (cfs)","2055.3932178932178"
"Analysis and breakdown of energy use",2016,"MAR","Average Flow at HAV (cfs)","1995.0798305637018"
"Analysis and breakdown of energy use",2016,"APR","Average Flow at HAV (cfs)","2812.3569023569021"
"Analysis and breakdown of energy use",2016,"MAY","Average Flow at HAV (cfs)","2901.9550342130988"
"Analysis and breakdown of energy use",2016,"JUN","Average Flow at HAV (cfs)","1542.6936026936028"
"Analysis and breakdown of energy use",2016,"JUL","Average Flow at HAV (cfs)","1261.3717823395243"
"Analysis and breakdown of energy use",2016,"AUG","Average Flow at HAV (cfs)","1102.8185076572172"
"Analysis and breakdown of energy use",2016,"SEP","Average Flow at HAV (cfs)","2209.5454545454545"
"Analysis and breakdown of energy use",2016,"OCT","Average Flow at HAV (cfs)","2173.9491691104595"
"Analysis and breakdown of energy use",2016,"NOV","Average Flow at HAV (cfs)","2330.2020202020203"
"Analysis and breakdown of energy use",2016,"DEC","Average Flow at HAV (cfs)","1909.3027044639948"
"Analysis and breakdown of energy use",2016,"TOTAL","Average Flow at HAV (cfs)",NA
"Analysis and breakdown of energy use",2017,"JAN","Average Flow at HAV (cfs)","2029.048550016292"
"Analysis and breakdown of energy use",2017,"FEB","Average Flow at HAV (cfs)","1085.8946608946608"
"Analysis and breakdown of energy use",2017,"MAR","Average Flow at HAV (cfs)","2209.9543825350279"
"Analysis and breakdown of energy use",2017,"APR","Average Flow at HAV (cfs)","2696.1784511784513"
"Analysis and breakdown of energy use",2017,"MAY","Average Flow at HAV (cfs)","2867.6115998696646"
"Analysis and breakdown of energy use",2017,"JUN","Average Flow at HAV (cfs)","1393.0976430976432"
"Analysis and breakdown of energy use",2017,"JUL","Average Flow at HAV (cfs)","1228.3479960899315"
"Analysis and breakdown of energy use",2017,"AUG","Average Flow at HAV (cfs)","1176.197458455523"
"Analysis and breakdown of energy use",2017,"SEP","Average Flow at HAV (cfs)","2234.3265993265991"
"Analysis and breakdown of energy use",2017,"OCT","Average Flow at HAV (cfs)","2111.127403062887"
"Analysis and breakdown of energy use",2017,"NOV","Average Flow at HAV (cfs)","2137.7272727272725"
"Analysis and breakdown of energy use",2017,"DEC","Average Flow at HAV (cfs)","2303.1769305962853"
"Analysis and breakdown of energy use",2017,"TOTAL","Average Flow at HAV (cfs)",NA
"Analysis and breakdown of energy use",2018,"JAN","Average Flow at HAV (cfs)","1461.5998696643858"
"Analysis and breakdown of energy use",2018,"FEB","Average Flow at HAV (cfs)","1932.6118326118326"
"Analysis and breakdown of energy use",2018,"MAR","Average Flow at HAV (cfs)","2241.6911045943307"
"Analysis and breakdown of energy use",2018,"APR","Average Flow at HAV (cfs)","2839.2760942760942"
"Analysis and breakdown of energy use",2018,"MAY","Average Flow at HAV (cfs)","2922.9064841968066"
"Analysis and breakdown of energy use",2018,"JUN","Average Flow at HAV (cfs)","1550.0841750841751"
"Analysis and breakdown of energy use",2018,"JUL","Average Flow at HAV (cfs)","1282.258064516129"
"Analysis and breakdown of energy use",2018,"AUG","Average Flow at HAV (cfs)","462.03975236233305"
"Analysis and breakdown of energy use",2018,"SEP","Average Flow at HAV (cfs)","2782.4242424242425"
"Analysis and breakdown of energy use",2018,"OCT","Average Flow at HAV (cfs)","2854.317367220593"
"Analysis and breakdown of energy use",2018,"NOV","Average Flow at HAV (cfs)","2882.5589225589224"
"Analysis and breakdown of energy use",2018,"DEC","Average Flow at HAV (cfs)","2320.690778755295"
"Analysis and breakdown of energy use",2018,"TOTAL","Average Flow at HAV (cfs)",NA
"Analysis and breakdown of energy use",2019,"JAN","Average Flow at HAV (cfs)","1422.9553600521342"
"Analysis and breakdown of energy use",2019,"FEB","Average Flow at HAV (cfs)","2730.5194805194806"
"Analysis and breakdown of energy use",2019,"MAR","Average Flow at HAV (cfs)","1348.0286738351253"
"Analysis and breakdown of energy use",2019,"APR","Average Flow at HAV (cfs)","2485.909090909091"
"Analysis and breakdown of energy use",2019,"MAY","Average Flow at HAV (cfs)","2489.4916911045943"
"Analysis and breakdown of energy use",2019,"JUN","Average Flow at HAV (cfs)","1798.3670033670035"
"Analysis and breakdown of energy use",2019,"JUL","Average Flow at HAV (cfs)","1593.4180514825675"
"Analysis and breakdown of energy use",2019,"AUG","Average Flow at HAV (cfs)","1693.6135549038775"
"Analysis and breakdown of energy use",2019,"SEP","Average Flow at HAV (cfs)","2691.7845117845118"
"Analysis and breakdown of energy use",2019,"OCT","Average Flow at HAV (cfs)","2438.6608015640277"
"Analysis and breakdown of energy use",2019,"NOV","Average Flow at HAV (cfs)","2059.8316498316499"
"Analysis and breakdown of energy use",2019,"DEC","Average Flow at HAV (cfs)","1204.1707396546108"
"Analysis and breakdown of energy use",2019,"TOTAL","Average Flow at HAV (cfs)",NA
"Analysis and breakdown of energy use",2020,"JAN","Average Flow at HAV (cfs)","1209.9055066797002"
"Analysis and breakdown of energy use",2020,"FEB","Average Flow at HAV (cfs)","1339.8268398268397"
"Analysis and breakdown of energy use",2020,"MAR","Average Flow at HAV (cfs)","1551.4825676116"
"Analysis and breakdown of energy use",2020,"APR","Average Flow at HAV (cfs)","2547.121212121212"
"Analysis and breakdown of energy use",2020,"MAY","Average Flow at HAV (cfs)","2918.5076572173348"
"Analysis and breakdown of energy use",2020,"JUN","Average Flow at HAV (cfs)","1798.5858585858584"
"Analysis and breakdown of energy use",2020,"JUL","Average Flow at HAV (cfs)","1217.0739654610622"
"Analysis and breakdown of energy use",2020,"AUG","Average Flow at HAV (cfs)","1028.4131638970348"
"Analysis and breakdown of energy use",2020,"SEP","Average Flow at HAV (cfs)","2777.2053872053871"
"Analysis and breakdown of energy use",2020,"OCT","Average Flow at HAV (cfs)","2653.0628869338548"
"Analysis and breakdown of energy use",2020,"NOV","Average Flow at HAV (cfs)","2067.5420875420873"
"Analysis and breakdown of energy use",2020,"DEC","Average Flow at HAV (cfs)","2299.006190941675"
"Analysis and breakdown of energy use",2020,"TOTAL","Average Flow at HAV (cfs)",NA
"Analysis and breakdown of energy use",2008,"JAN","Average Pumping Q at WAD (cfs)","1620.6356182795698"
"Analysis and breakdown of energy use",2008,"FEB","Average Pumping Q at WAD (cfs)","1541.6895114942529"
"Analysis and breakdown of energy use",2008,"MAR","Average Pumping Q at WAD (cfs)","386.74462365591398"
"Analysis and breakdown of energy use",2008,"APR","Average Pumping Q at WAD (cfs)","0"
"Analysis and breakdown of energy use",2008,"MAY","Average Pumping Q at WAD (cfs)","295.3440860215054"
"Analysis and breakdown of energy use",2008,"JUN","Average Pumping Q at WAD (cfs)","12.923472222222221"
"Analysis and breakdown of energy use",2008,"JUL","Average Pumping Q at WAD (cfs)","0"
"Analysis and breakdown of energy use",2008,"AUG","Average Pumping Q at WAD (cfs)","0"
"Analysis and breakdown of energy use",2008,"SEP","Average Pumping Q at WAD (cfs)","0"
"Analysis and breakdown of energy use",2008,"OCT","Average Pumping Q at WAD (cfs)","434.35638888888889"
"Analysis and breakdown of energy use",2008,"NOV","Average Pumping Q at WAD (cfs)","1530.0618055555556"
"Analysis and breakdown of energy use",2008,"DEC","Average Pumping Q at WAD (cfs)","336.05147849462361"
"Analysis and breakdown of energy use",2008,"TOTAL","Average Pumping Q at WAD (cfs)",NA
"Analysis and breakdown of energy use",2009,"JAN","Average Pumping Q at WAD (cfs)","1588.7104838709679"
"Analysis and breakdown of energy use",2009,"FEB","Average Pumping Q at WAD (cfs)","1485.1706896551725"
"Analysis and breakdown of energy use",2009,"MAR","Average Pumping Q at WAD (cfs)","745.14206989247316"
"Analysis and breakdown of energy use",2009,"APR","Average Pumping Q at WAD (cfs)","345.70708333333334"
"Analysis and breakdown of energy use",2009,"MAY","Average Pumping Q at WAD (cfs)","68.192607526881716"
"Analysis and breakdown of energy use",2009,"JUN","Average Pumping Q at WAD (cfs)","0"
"Analysis and breakdown of energy use",2009,"JUL","Average Pumping Q at WAD (cfs)","0"
"Analysis and breakdown of energy use",2009,"AUG","Average Pumping Q at WAD (cfs)","0"
"Analysis and breakdown of energy use",2009,"SEP","Average Pumping Q at WAD (cfs)","351.90833333333336"
"Analysis and breakdown of energy use",2009,"OCT","Average Pumping Q at WAD (cfs)","290.39999999999998"
"Analysis and breakdown of energy use",2009,"NOV","Average Pumping Q at WAD (cfs)","1300.9852777777778"
"Analysis and breakdown of energy use",2009,"DEC","Average Pumping Q at WAD (cfs)","946.92258064516136"
"Analysis and breakdown of energy use",2009,"TOTAL","Average Pumping Q at WAD (cfs)",NA
"Analysis and breakdown of energy use",2010,"JAN","Average Pumping Q at WAD (cfs)","1126.3083333333334"
"Analysis and breakdown of energy use",2010,"FEB","Average Pumping Q at WAD (cfs)","556.73908045977009"
"Analysis and breakdown of energy use",2010,"MAR","Average Pumping Q at WAD (cfs)","377.91357526881717"
"Analysis and breakdown of energy use",2010,"APR","Average Pumping Q at WAD (cfs)","0"
"Analysis and breakdown of energy use",2010,"MAY","Average Pumping Q at WAD (cfs)","12.913172043010752"
"Analysis and breakdown of energy use",2010,"JUN","Average Pumping Q at WAD (cfs)","0"
"Analysis and breakdown of energy use",2010,"JUL","Average Pumping Q at WAD (cfs)","0"
"Analysis and breakdown of energy use",2010,"AUG","Average Pumping Q at WAD (cfs)","0"
"Analysis and breakdown of energy use",2010,"SEP","Average Pumping Q at WAD (cfs)","255.69652777777779"
"Analysis and breakdown of energy use",2010,"OCT","Average Pumping Q at WAD (cfs)","924.55763888888885"
"Analysis and breakdown of energy use",2010,"NOV","Average Pumping Q at WAD (cfs)","1082.1937499999999"
"Analysis and breakdown of energy use",2010,"DEC","Average Pumping Q at WAD (cfs)","1706.2463709677418"
"Analysis and breakdown of energy use",2010,"TOTAL","Average Pumping Q at WAD (cfs)",NA
"Analysis and breakdown of energy use",2011,"JAN","Average Pumping Q at WAD (cfs)","369.87943548387096"
"Analysis and breakdown of energy use",2011,"FEB","Average Pumping Q at WAD (cfs)","914.59310344827577"
"Analysis and breakdown of energy use",2011,"MAR","Average Pumping Q at WAD (cfs)","722.40577956989239"
"Analysis and breakdown of energy use",2011,"APR","Average Pumping Q at WAD (cfs)","358.74819444444444"
"Analysis and breakdown of energy use",2011,"MAY","Average Pumping Q at WAD (cfs)","115.01505376344086"
"Analysis and breakdown of energy use",2011,"JUN","Average Pumping Q at WAD (cfs)","17.561805555555555"
"Analysis and breakdown of energy use",2011,"JUL","Average Pumping Q at WAD (cfs)","5.3105555555555553"
"Analysis and breakdown of energy use",2011,"AUG","Average Pumping Q at WAD (cfs)","0"
"Analysis and breakdown of energy use",2011,"SEP","Average Pumping Q at WAD (cfs)","82.952222222222218"
"Analysis and breakdown of energy use",2011,"OCT","Average Pumping Q at WAD (cfs)","871.03194444444443"
