"","Variable","Jan","Feb","Mar","Q1","Apr","May","Jun","Q2","Jul","Aug","Sep","Q3","Oct","Nov","Dec","Q4","Total","Physical Turnout","Group","Subgroup","Name","Section","Year"
"2375","               New Magma IDD (NMIDD)","1000","1423","5277","7700","6900","0","2200","9100","5300","3725","1500","10525","3369",NA,NA,"3369","30694","NM1, NM2, NM3, NM4","AGRICULTURAL:","AG Pool","New Magma IDD (NMIDD)","SALT GILA PP",2013
"2376","               Queen Creek ID (QCID)","1100","1361","2506","4967","3916","3117",NA,"7033",NA,NA,NA,"0",NA,NA,NA,"0","12000","QCR","AGRICULTURAL:","AG Pool","Queen Creek ID (QCID)","SALT GILA PP",2013
"2377","               Roosevelt Water Conservation Dist (RWCD)","86","339","3898","4323","677",NA,NA,"677",NA,NA,NA,"0",NA,NA,NA,"0","5000","RWC","AGRICULTURAL:","AG Pool","Roosevelt Water Conservation Dist (RWCD)","SALT GILA PP",2013
"2378","               San Carlos IDD","0","29","103","132","87","886","2604","3577","2574","1916","1549","6039","1669","296","137","2102","11850",NA,"AGRICULTURAL:","AG Pool","San Carlos IDD","SALT GILA PP",2013
"2379","                    TOTAL AG","5427","6009","24870","36306","37611","31568","46598","115777","26402","24244","15368","66014","14843","4554","2203","21600","239697",NA,"TOTAL AG",NA,NA,"SALT GILA PP",2013
"2380","               Ak-Chin Farm Indian Community","1982","4982","7220","14184","9945","10759","12480","33184","8469","8076","3985","20530","4128","850","1474","6452","74350","SRO","FEDERAL:","On Reservation","Ak-Chin Farm Indian Community","SALT GILA PP",2013
"2381","               Gila River Indian IDD (GRIC)","0","290","845","1135","4883","9226","11727","25836","10633","6075","1601","18309","6187",NA,"7102","13289","58569","PIL","FEDERAL:","On Reservation","Gila River Indian IDD (GRIC)","SALT GILA PP",2013
"2382","               Chandler/Assignment","324","262","386","972",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0","972","CGT","FEDERAL:","Off Reservation","Chandler/Assignment","SALT GILA PP",2013
"2383","               Gilbert/Assignment - CGT","1124","413",NA,"1537",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0","1537","CGT","FEDERAL:","Off Reservation","Gilbert/Assignment - CGT","SALT GILA PP",2013
"2384","               Gilbert/Assignment - SMRP",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0","0","SMR","FEDERAL:","Off Reservation","Gilbert/Assignment - SMRP","SALT GILA PP",2013
"2385","               Mesa/Assignment",NA,NA,NA,"0","502","125",NA,"627",NA,NA,NA,"0",NA,NA,NA,"0","627",NA,"FEDERAL:","Off Reservation","Mesa/Assignment","SALT GILA PP",2013
"2386","               GRIC GSF w/RWCD",NA,NA,NA,"0","6223","7199","7626","21048","6455","7456","5041","18952","2500",NA,NA,"2500","42500","RWC","FEDERAL:","Off Reservation","GRIC GSF w/RWCD","SALT GILA PP",2013
"2387","               GRIC GSF w/CAIDD (22%)",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0","0","SRO","FEDERAL:","Off Reservation","GRIC GSF w/CAIDD (22%)","SALT GILA PP",2013
"2388","               GRIC GSF w/NMIDD",NA,NA,"998","998",NA,"895","3107","4002","1000","2000","1000","4000","1000","1850","1600","4450","13450",NA,"FEDERAL:","Off Reservation","GRIC GSF w/NMIDD","SALT GILA PP",2013
"2389","               GRIC GSF w/MSIDD",NA,NA,"5540","5540","4630","7230","5220","17080","2300","3040","3620","8960","3520","1100","1513","6133","37713","SRO","FEDERAL:","Off Reservation","GRIC GSF w/MSIDD","SALT GILA PP",2013
"2390","               GRIC GSF w/Hohokam",NA,NA,"0","0","5228","2988","361","8577","10426","9493","3792","23711","3132","1599","2581","7312","39600",NA,"FEDERAL:","Off Reservation","GRIC GSF w/Hohokam","SALT GILA PP",2013
"2391","               GRIC exchange w/Chandler @ SMRP",NA,NA,NA,"0",NA,NA,NA,"0","1000","1000","400","2400",NA,"700","386","1086","3486","SMR","FEDERAL:","Off Reservation","GRIC exchange w/Chandler @ SMRP","SALT GILA PP",2013
"2392","               GRIC exchange w/Mesa","1201","1582","1582","4365","1963",NA,NA,"1963",NA,NA,NA,"0",NA,NA,NA,"0","6328",NA,"FEDERAL:","Off Reservation","GRIC exchange w/Mesa","SALT GILA PP",2013
"2393","               GRIC/SRP Settlement Lease w/MSIDD",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0","0",NA,"FEDERAL:","Off Reservation","GRIC/SRP Settlement Lease w/MSIDD","SALT GILA PP",2013
"2394","               Gilbert/Fort McDowell @ SMRP",NA,NA,NA,"0",NA,NA,NA,"0","2000","1683",NA,"3683",NA,NA,NA,"0","3683","SMR","FEDERAL:","Off Reservation","Gilbert/Fort McDowell @ SMRP","SALT GILA PP",2013
"2395","               Gilbert/SCAT @ NMIDD",NA,NA,NA,"0","0","4000","452","4452","1084","464",NA,"1548",NA,NA,NA,"0","6000","NM1, NM2, NM3, NM4","FEDERAL:","Off Reservation","Gilbert/SCAT @ NMIDD","SALT GILA PP",2013
"2396","               Gilbert/SCAT @ QCID",NA,NA,NA,"0",NA,NA,"1916","1916","3158","3105","1479","7742","1342",NA,NA,"1342","11000","QCR","FEDERAL:","Off Reservation","Gilbert/SCAT @ QCID","SALT GILA PP",2013
"2397","               Gilbert/SCAT 1-yr lease (CGT)",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0","0","CGT","FEDERAL:","Off Reservation","Gilbert/SCAT 1-yr lease (CGT)","SALT GILA PP",2013
"2398","               Gilbert/SCAT 1 Yr Lease @ SMRP",NA,NA,NA,"0",NA,NA,NA,"0",NA,"317","1594","1911","1089",NA,NA,"1089","3000","SMR","FEDERAL:","Off Reservation","Gilbert/SCAT 1 Yr Lease @ SMRP","SALT GILA PP",2013
"2399","               Chandler/SRPMIC Lease",NA,NA,NA,"0",NA,NA,"412","412","1131","1043",NA,"2174",NA,NA,NA,"0","2586","CGT","FEDERAL:","Off Reservation","Chandler/SRPMIC Lease","SALT GILA PP",2013
"2400","               Gilbert/SRPMIC Lease (CGT)",NA,NA,NA,"0",NA,NA,"313","313","1153","1167","795","3115",NA,NA,NA,"0","3428","CGT","FEDERAL:","Off Reservation","Gilbert/SRPMIC Lease (CGT)","SALT GILA PP",2013
"2401","               Gilbert/SRPMIC Lease  @SMRP",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0","0","SMR","FEDERAL:","Off Reservation","Gilbert/SRPMIC Lease @SMRP","SALT GILA PP",2013
"2402","               Mesa/SRPMIC Lease",NA,NA,NA,"0",NA,"1669",NA,"1669",NA,NA,NA,"0",NA,NA,NA,"0","1669",NA,"FEDERAL:","Off Reservation","Mesa/SRPMIC Lease","SALT GILA PP",2013
"2403","               Chandler/Welton-Mohawk @ CGT TPs",NA,NA,NA,"0",NA,NA,NA,"0",NA,"75","1077","1152","1134",NA,NA,"1134","2286","CGT","FEDERAL:","Off Reservation","Chandler/Welton-Mohawk @ CGT TPs","SALT GILA PP",2013
"2404","               Chandler/Welton-Mohawk @ SMRP",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0","0","SMR","FEDERAL:","Off Reservation","Chandler/Welton-Mohawk @ SMRP","SALT GILA PP",2013
"2405","               Gilbert/Welton-Mohawk - CGT",NA,"501","1144","1645","1076","1149","798","3023",NA,NA,NA,"0",NA,NA,NA,"0","4668","CGT","FEDERAL:","Off Reservation","Gilbert/Welton-Mohawk - CGT","SALT GILA PP",2013
"2406","               Gilbert/Welton-Mohawk - SMRP",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0","0","SMR","FEDERAL:","Off Reservation","Gilbert/Welton-Mohawk - SMRP","SALT GILA PP",2013
"2407","               Mesa/Welton-Mohawk",NA,NA,NA,"0",NA,"2622",NA,"2622",NA,NA,NA,"0",NA,NA,NA,"0","2622",NA,"FEDERAL:","Off Reservation","Mesa/Welton-Mohawk","SALT GILA PP",2013
"2408","               Tohono O'odham/NMIDD","1047","0","0","1047","3823","2000","5130","10953","2000","2000","1421","5421","2395","1849","3335","7579","25000",NA,"FEDERAL:","Off Reservation","Tohono O'odham/NMIDD","SALT GILA PP",2013
"2409","                    TOTAL FEDERAL","5678","8030","17715","31423","38273","49862","49542","137677","50809","46994","25805","123608","26427","7948","17991","52366","345074",NA,"TOTAL FEDERAL",NA,NA,"SALT GILA PP",2013
"2410","               CAGRD (SMRP)",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0","0",NA,"RECHARGE:","Direct","CAGRD (SMRP)","SALT GILA PP",2013
"2411","               NESalt River Valley Recharge (AWBA, Direct)",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0","0",NA,"RECHARGE:","Direct AWBA","NESalt River Valley Recharge (AWBA, Direct)","SALT GILA PP",2013
"2412","               SMRP (AWBA, Direct)",NA,NA,NA,"0",NA,NA,NA,"0",NA,"300","1000","1300","907","1313","1337","3557","4857",NA,"RECHARGE:","Direct AWBA","SMRP (AWBA, Direct)","SALT GILA PP",2013
"2413","               Active Resource Mgmt/RWCD",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0","0","RWC","RECHARGE:","Indirect","Active Resource Mgmt/RWCD","SALT GILA PP",2013
"2414","               BOR/RWCD",NA,NA,NA,"0",NA,NA,NA,"0",NA,"0","435","435","1889","2593","1380","5862","6297","RWC","RECHARGE:","Indirect","BOR/RWCD","SALT GILA PP",2013
"2415","               CAGRD/QCID",NA,NA,NA,"0",NA,NA,"1000","1000",NA,NA,NA,"0",NA,NA,NA,"0","1000","QCR","RECHARGE:","Indirect","CAGRD/QCID","SALT GILA PP",2013
"2416","               CAGRD/NMIDD",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0","0",NA,"RECHARGE:","Indirect","CAGRD/NMIDD","SALT GILA PP",2013
"2417","               Resolution Copper/NMIDD",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0","0",NA,"RECHARGE:","Indirect","Resolution Copper/NMIDD","SALT GILA PP",2013
"2418","               Resolution Copper/RWCD",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0","0","RWC","RECHARGE:","Indirect","Resolution Copper/RWCD","SALT GILA PP",2013
"2419","               GRIC/SS Replenishment Bank/AWBA",NA,NA,NA,"0","1000",NA,NA,"1000",NA,NA,NA,"0",NA,NA,NA,"0","1000","PIL","RECHARGE:","Indirect AWBA","GRIC/SS Replenishment Bank/AWBA","SALT GILA PP",2013
"2420","               CAIDD (22%) (AWBA, Indirect)",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0","0","SRO","RECHARGE:","Indirect AWBA","CAIDD (22%) (AWBA, Indirect)","SALT GILA PP",2013
"2421","               Interstate (CAIDD 22%) (AWBA, Indirect)",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0","0","SRO","RECHARGE:","Indirect AWBA","Interstate (CAIDD 22%) (AWBA, Indirect)","SALT GILA PP",2013
"2422","               NMIDD (AWBA, Indirect)",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0","0",NA,"RECHARGE:","Indirect AWBA","NMIDD (AWBA, Indirect)","SALT GILA PP",2013
"2423","               Hohokam (AWBA, Indirect)",NA,NA,NA,"0",NA,"1400",NA,"1400","1000","2200",NA,"3200","1000","600","133","1733","6333",NA,"RECHARGE:","Indirect AWBA","Hohokam (AWBA, Indirect)","SALT GILA PP",2013
"2424","               Interstate (Hohokam) (AWBA, Indirect)",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0","0",NA,"RECHARGE:","Indirect AWBA","Interstate (Hohokam) (AWBA, Indirect)","SALT GILA PP",2013
"2425","               MSIDD (AWBA, Indirect)","510","3140","2350","6000",NA,"600",NA,"600",NA,NA,NA,"0",NA,NA,NA,"0","6600","SRO","RECHARGE:","Indirect AWBA","MSIDD (AWBA, Indirect)","SALT GILA PP",2013
"2426","               Interstate (MSIDD) (AWBA, Indirect)",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0","0",NA,"RECHARGE:","Indirect AWBA","Interstate (MSIDD) (AWBA, Indirect)","SALT GILA PP",2013
"2427","               QCID (AWBA, Indirect)",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0","448","987","574","2009","2009","QCR","RECHARGE:","Indirect AWBA","QCID (AWBA, Indirect)","SALT GILA PP",2013
"2428","               TOTAL INDIRECT","510","3140","2350","6000","1000","2000","1000","4000","1000","2200","435","3635","3337","4180","2087","9604","23239",NA,"TOTAL INDIRECT",NA,NA,"SALT GILA PP",2013
"2429","               TOTAL RECHARGE","510","3140","2350","6000","1000","2000","1000","4000","1000","2500","1435","4935","4244","5493","3424","13161","28096",NA,"TOTAL RECHARGE",NA,NA,"SALT GILA PP",2013
"2430","            TOTAL DELIVERIES","13813","18351","47522","79686","79348","89841","106147","275336","86999","85015","51594","223608","53535","25386","30810","109731","688361",NA,"TOTAL DELIVERIES",NA,NA,"SALT GILA PP",2013
"2431","Salt River Project XS ($XX/AF) w/CAIDD",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0","0",NA,"Salt River Project XS ($XX/AF) w/CAIDD",NA,NA,"SALT GILA PP",2013
"2432","Salt River Project XS ($XX/AF) w/MSIDD",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0","0",NA,"Salt River Project XS ($XX/AF) w/MSIDD",NA,NA,"SALT GILA PP",2013
"2433","Canal Losses","155","283","435","873","602","711","722","2035","686","519","531","1736","489","389","275","1153","5797",NA,"Canal Losses",NA,NA,"SALT GILA PP",2013
"2434","SEGMENT DEMAND","13968","18634","47957","80559","79950","90552","106869","277371","87685","85534","52125","225344","54024","25775","31085","110884","694158",NA,"SEGMENT DEMAND",NA,NA,"SALT GILA PP",2013
"2435","SEGMENT AVG FLOW (CFS)","227.22170709091793","335.60262228946038","780.1311144730206",NA,"1343.9233484619263","1473.0369430481674","1796.4195663136661",NA,"1426.3985814910611","1391.4076098449725","876.19768028240037",NA,"878.82484993411742","433.26609514204063","505.6691555642314",NA,NA,NA,"SEGMENT AVG FLOW (CFS)",NA,NA,"SALT GILA PP",2013
"2436","VOLUME PASSING SGL","30420","36991","78562","145973","131576","131462","158659","421697","131606","134898","83975","350479","69835","35227","51905","156967","1075116",NA,"VOLUME PASSING SGL",NA,NA,"SALT GILA PP",2013
"2437","FLOW PASSING SGL (CFS)","494.85139817480842","666.21641092140339","1277.9919639516536",NA,"2211.7330643805681","2138.5323638019945","2666.9860480753064",NA,"2140.8748556276737","2194.4268215314041","1411.5817784501596",NA,"1136.0271989328646","592.14994116658261","844.3544320270687",NA,NA,NA,"FLOW PASSING SGL (CFS)",NA,NA,"SALT GILA PP",2013
"2438","POOL 30 FLOW (design=2400)","268.15103354071687","331.46155197970631","500.33722614855793",NA,"974.94776305668881","797.39506233088787","1077.4520036471624",NA,"947.71185575929121","1034.9351452152682","671.57938436304539",NA,"347.23167451194394","163.86701100770691","340.91727385612506",NA,NA,NA,"POOL 30 FLOW (design=2400)",NA,NA,"SALT GILA PP",2013
"2439","POOL 31 FLOW (design=2400)","268.15103354071687","331.46155197970631","500.33722614855793",NA,"974.94776305668881","797.39506233088787","1077.4520036471624",NA,"947.71185575929121","1034.9351452152682","671.57938436304539",NA,"347.23167451194394","163.86701100770691","340.91727385612506",NA,NA,NA,"POOL 31 FLOW (design=2400)",NA,NA,"SALT GILA PP",2013
"2440","POOL 32 FLOW (design=2400)","268.15103354071687","331.46155197970631","500.33722614855793",NA,"974.94776305668881","797.39506233088787","1077.4520036471624",NA,"947.71185575929121","1034.9351452152682","671.57938436304539",NA,"347.23167451194394","163.86701100770691","340.91727385612506",NA,NA,NA,"POOL 32 FLOW (design=2400)",NA,NA,"SALT GILA PP",2013
"2441","POOL BRD-A FLOW (design=2400)","268.15103354071687","331.46155197970631","500.33722614855793",NA,"974.94776305668881","797.39506233088787","1077.4520036471624",NA,"947.71185575929121","1034.9351452152682","671.57938436304539",NA,"347.23167451194394","163.86701100770691","340.91727385612506",NA,NA,NA,"POOL BRD-A FLOW (design=2400)",NA,NA,"SALT GILA PP",2013
"2442","POOL BRD-B FLOW (design=2250)","268.15103354071687","331.46155197970631","500.33722614855793",NA,"974.94776305668881","797.39506233088787","1077.4520036471624",NA,"947.71185575929121","1034.674473986855","671.22584900951006",NA,"346.98729523530659","163.86701100770691","340.91727385612506",NA,NA,NA,"POOL BRD-B FLOW (design=2250)",NA,NA,"SALT GILA PP",2013
"2443","POOL BRD-C FLOW (design=1200)","267.62969108389052","330.61378863194295","497.86084947863287",NA,"867.8097159186417","665.49542075382692","870.56648176164049",NA,"714.4762741366128","803.0192116864315","535.38409816775925",NA,"257.20234899874742","158.88384602454192","338.68527646283735",NA,NA,NA,"POOL BRD-C FLOW (design=1200)",NA,NA,"SALT GILA PP",2013
"2444","               Eloy, City of (Thru CAIDD)",NA,NA,NA,"0",NA,NA,"1607","1607",NA,NA,NA,"0",NA,NA,NA,"0","1607","CMA","MUNICIPAL & INDUSTRIAL:","Subcontract","Eloy, City of (Thru CAIDD)","BRADY PP",2013
"2445","               Florence, Town of (Thru CAIDD)",NA,NA,NA,"0",NA,"2048",NA,"2048",NA,NA,NA,"0",NA,NA,NA,"0","2048","CMA","MUNICIPAL & INDUSTRIAL:","Subcontract","Florence, Town of (Thru CAIDD)","BRADY PP",2013
"2446","               Eloy, City of",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0","0",NA,"MUNICIPAL & INDUSTRIAL:","Non-Subcontract","Eloy, City of","BRADY PP",2013
"2447","               Picacho Peak Gas Storage/CAIDD",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0","0",NA,"MUNICIPAL & INDUSTRIAL:","Non-Subcontract","Picacho Peak Gas Storage/CAIDD","BRADY PP",2013
"2448","               Picacho Elementary School",NA,NA,NA,"0",NA,NA,"4","4","4",NA,NA,"4",NA,NA,NA,"0","8",NA,"MUNICIPAL & INDUSTRIAL:","Non-Subcontract","Picacho Elementary School","BRADY PP",2013
"2449","                    TOTAL M&I","0","0","0","0","0","2048","1611","3659","4","0","0","4","0","0","0","0","3663",NA,"TOTAL M&I",NA,NA,"BRADY PP",2013
"2450","               CAIDD (Central Main)","360","403","249","1012","9177","1055","18742","28974","14381","15966","5023","35370","751","316","99","1166","66522",NA,"AGRICULTURAL:","AG Pool","CAIDD (Central Main)","BRADY PP",2013
"2451","                    TOTAL AG","360","403","249","1012","9177","1055","18742","28974","14381","15966","5023","35370","751","316","99","1166","66522",NA,"TOTAL AG",NA,NA,"BRADY PP",2013
"2452","               GRIC GSF w/CAIDD (45%)",NA,NA,"8000","8000","8000","10000","1000","19000","3000",NA,NA,"3000",NA,NA,NA,"0","30000","CMA","FEDERAL:","Off Reservation","GRIC GSF w/CAIDD (45%)","BRADY PP",2013
"2453","                    TOTAL FEDERAL","0","0","8000","8000","8000","10000","1000","19000","3000","0","0","3000","0","0","0","0","30000",NA,"TOTAL FEDERAL",NA,NA,"BRADY PP",2013
"2454","               CAIDD (45%) (AWBA, Indirect)",NA,NA,NA,"0",NA,NA,NA,"0",NA,"2868","1732","4600",NA,NA,"2095","2095","6695","CMA","RECHARGE:","Indirect AWBA","CAIDD (45%) (AWBA, Indirect)","BRADY PP",2013
"2455","               Interstate (CAIDD 45%) (AWBA, Indirect)",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0","0","CMA","RECHARGE:","Indirect AWBA","Interstate (CAIDD 45%) (AWBA, Indirect)","BRADY PP",2013
"2456","               TOTAL INDIRECT","0","0","0","0","0","0","0","0","0","2868","1732","4600","0","0","2095","2095","6695",NA,"TOTAL INDIRECT",NA,NA,"BRADY PP",2013
"2457","               TOTAL RECHARGE","0","0","0","0","0","0","0","0","0","2868","1732","4600","0","0","2095","2095","6695",NA,"TOTAL RECHARGE",NA,NA,"BRADY PP",2013
"2458","            TOTAL DELIVERIES","360","403","8249","9012","17177","13103","21353","51633","17385","18834","6755","42974","751","316","2194","3261","106880",NA,"TOTAL DELIVERIES",NA,NA,"BRADY PP",2013
"2459","Canal Losses","9","16","25","50","34","41","41","116","39","30","30","99","28","22","16","66","331",NA,"Canal Losses",NA,NA,"BRADY PP",2013
"2460","SEGMENT DEMAND","369","419","8274","9062","17211","13144","21394","51749","17424","18864","6785","43073","779","338","2210","3327","107211",NA,"SEGMENT DEMAND",NA,NA,"BRADY PP",2013
"2461","SEGMENT AVG FLOW (CFS)","6.0026353033038884","7.5462862906130672","134.59567615050508",NA,"289.309127584468","213.81744831064043","359.62346612876109",NA,"283.44151090722755","306.8664291640232","114.05278198016472",NA,"12.672230084752655","5.6816271642292824","35.950742602443349",NA,NA,NA,"SEGMENT AVG FLOW (CFS)",NA,NA,"BRADY PP",2013
"2462","VOLUME PASSING BRD","16452","18357","30605","65414","51626","40910","51790","144326","43921","49364","31850","125135","15811","9452","20820","46083","380958",NA,"VOLUME PASSING BRD",NA,NA,"BRADY PP",2013
"2463","FLOW PASSING BRD (CFS)","267.62969108389052","330.61378863194295","497.86084947863287",NA,"867.8097159186417","665.49542075382692","870.56648176164049",NA,"714.4762741366128","803.0192116864315","535.38409816775925",NA,"257.20234899874742","158.88384602454192","338.68527646283735",NA,NA,NA,"FLOW PASSING BRD (CFS)",NA,NA,"BRADY PP",2013
"2464","               Metro/Kai Farms",NA,NA,NA,"0",NA,"861","139","1000",NA,NA,NA,"0",NA,NA,NA,"0","1000",NA,"MUNICIPAL & INDUSTRIAL:","Subcontract","Metro/Kai Farms","PICACHO PP",2013
"2465","               Oro Valley/Kai Farms",NA,NA,NA,"0",NA,NA,"1273","1273","1299","1428",NA,"2727",NA,NA,NA,"0","4000",NA,"MUNICIPAL & INDUSTRIAL:","Subcontract","Oro Valley/Kai Farms","PICACHO PP",2013
"2466","               Vail Water Company/Kai Farms",NA,NA,NA,"0",NA,NA,NA,"0",NA,"6","894","900","167","726","62","955","1855",NA,"MUNICIPAL & INDUSTRIAL:","Subcontract","Vail Water Company/Kai Farms","PICACHO PP",2013
"2467","                    TOTAL M&I","0","0","0","0","0","861","1412","2273","1299","1434","894","3627","167","726","62","955","6855",NA,"TOTAL M&I",NA,NA,"PICACHO PP",2013
"2468","               CAIDD (South Main)","676","409","2129","3214","6500","4532","7277","18309","5754","5622","2751","14127","430","71",NA,"501","36151","CAIDD AG Pool Total","AGRICULTURAL:","AG Pool","CAIDD (South Main)","PICACHO PP",2013
"2469","               Kai Farms",NA,NA,"311","311","244","445",NA,"689",NA,NA,NA,"0",NA,NA,NA,"0","1000",NA,"AGRICULTURAL:","AG Pool","Kai Farms","PICACHO PP",2013
"2470","                    TOTAL AG","676","409","2440","3525","6744","4977","7277","18998","5754","5622","2751","14127","430","71","0","501","37151",NA,"TOTAL AG",NA,NA,"PICACHO PP",2013
"2471","               GRIC GSF w/CAIDD (33%)",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0","0","SMA","FEDERAL:","Off Reservation","GRIC GSF w/CAIDD (33%)","PICACHO PP",2013
"2472","                    TOTAL FEDERAL","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",NA,"TOTAL FEDERAL",NA,NA,"PICACHO PP",2013
